adult,original_language,popularity,runtime,title,vote_average,vote_count,Year,budget,revenue
FALSE,en,11.967652,101,Hot Tub Time Machine,5.9,911,2010,36,64.572262
FALSE,en,10.445867,96,Chloe,5.9,514,2009,15,8.459458
FALSE,ko,5.030112,128,Mother,7.6,192,2009,5,17.112713
FALSE,en,14.416681,98,How to Train Your Dragon,7.5,4319,2010,165,494.878759
FALSE,en,8.226,97,Universal Soldier: Regeneration,5.2,114,2009,14,0.875386
FALSE,fr,5.278672,100,Micmacs,6.8,150,2009,33,14
FALSE,en,11.972347,106,Clash of the Titans,5.6,2280,2010,125,232.713139
FALSE,en,5.600277,101,Defendor,6.5,197,2009,3.5,0.044462
FALSE,en,17.26045,117,Kick-Ass,7.1,4747,2010,28,96.188903
FALSE,en,8.443736,97,Date Night,5.9,1148,2010,55,152.26388
FALSE,en,9.063797,104,After.Life,5.4,253,2010,4.5,3.606395
FALSE,en,19.42051,106,The Runaways,6.3,262,2010,10,2.995811
FALSE,en,10.863441,92,Death at a Funeral,5.5,248,2010,21,49.050886
FALSE,fr,8.651468,93,Valhalla Rising,5.9,323,2009,5.64188,0.030638
FALSE,en,12.139919,92,Diary of a Wimpy Kid,5.9,369,2010,15,75.700498
FALSE,zh,7.216103,132,City of Life and Death,7.6,55,2009,12,10.652498
FALSE,en,12.798367,97,The Losers,6.2,522,2010,25,23.58
FALSE,en,9.667535,104,Solomon Kane,5.6,399,2009,45,7.81
FALSE,en,19.083344,124,Iron Man 2,6.6,6969,2010,200,623.933331
FALSE,en,12.285545,87,Marmaduke,5,150,2010,50,83.761844
FALSE,en,11.107782,90,MacGruber,5.1,184,2010,10,6.11
FALSE,en,9.107829,108,Ca$h,6,73,2010,7,0.046488
FALSE,en,10.40191,95,A Nightmare on Elm Street,5.5,771,2010,35,115.664037
FALSE,en,11.934045,101,Four Lions,7.1,428,2010,0.967686,4.27
FALSE,en,10.794556,92,Furry Vengeance,4.6,150,2010,35,39.340177
FALSE,en,7.271526,100,The Disappearance of Alice Creed,6.4,169,2009,0.8,0.867714
FALSE,en,10.56812,140,Robin Hood,6.2,1434,2010,200,310.66954
FALSE,en,1.731527,120,Halo Legends,6.9,25,2010,0.1,1
FALSE,en,11.107914,112,Blue Valentine,6.9,911,2010,3.5,16.56624
FALSE,en,6.540621,100,Killers,5.7,792,2010,75,98.159963
FALSE,en,7.389437,94,Buried,6.6,853,2010,1.98765,19.15248
FALSE,en,18.459955,116,Prince of Persia: The Sands of Time,6.2,2372,2010,150,335.154643
FALSE,en,7.255991,146,Sex and the City 2,5.5,434,2010,100,288.347692
FALSE,en,7.33335,109,Get Him to the Greek,5.9,626,2010,40,90.029656
FALSE,en,6.629999,106,The Back-Up Plan,5.7,468,2010,35,77.477008
FALSE,en,1.139949,100,How About You...,6.2,13,2007,9,0.706
FALSE,en,9.482806,80,Jonah Hex,4.5,427,2010,47,10.539
FALSE,en,16.747793,117,The A-Team,6.2,1737,2010,110,177.238796
FALSE,en,16.96647,103,Toy Story 3,7.6,4710,2010,200,1066.969703
FALSE,en,7.27941,100,Winter's Bone,6.8,575,2010,2,13.831503
FALSE,en,11.803808,93,Shrek Forever After,6,2021,2010,165,752.600867
FALSE,en,34.047399,124,The Twilight Saga: Eclipse,5.9,2382,2010,68,698.491347
FALSE,en,5.829644,90,Solitary Man,5.8,85,2009,15,5.024782
FALSE,en,8.378149,161,Enter the Void,7.2,397,2009,13,0.754249
FALSE,en,9.544657,103,The Last Airbender,4.7,1180,2010,150,318.502923
FALSE,en,9.034929,107,Predators,6,1231,2010,40,126.248813
FALSE,en,22.274502,95,Despicable Me,7.1,6595,2010,69,543.513985
FALSE,en,29.108149,148,Inception,8.1,14075,2010,160,825.532764
FALSE,en,23.981251,102,Grown Ups,6,1746,2010,80,271.430189
FALSE,en,12.533525,109,The Sorcerer's Apprentice,5.9,1526,2010,150,215.283742
FALSE,en,12.758942,109,Knight and Day,5.9,1583,2010,117,261.930431
FALSE,en,11.690781,140,The Karate Kid,6.2,1675,2010,40,357.852395
FALSE,en,3.919317,102,The Yellow Handkerchief,6.4,53,2008,15,0.317
FALSE,en,5.899155,106,The Kids Are All Right,6.5,512,2010,3.5,34.70585
FALSE,en,8.704455,100,Salt,6.2,2125,2010,110,293.329073
FALSE,en,11.817059,156,Mr. Nobody,7.9,1616,2009,47,3.547209
FALSE,en,11.623718,114,Dinner for Schmucks,5.5,542,2010,69,86.387857
FALSE,en,8.983275,109,Nanny McPhee and the Big Bang,6,450,2010,35,93.246388
FALSE,cn,1.9602,109,Ip Man 2,7.2,684,2010,12.902809,36
FALSE,en,6.273131,99,Charlie St. Cloud,6.8,589,2010,44,48.190704
FALSE,en,12.536621,107,The Other Guys,6.1,1406,2010,100,170.432927
FALSE,en,14.75562,103,The Expendables,6,2977,2010,80,274.470394
FALSE,en,13.793301,112,Scott Pilgrim vs. the World,7.2,2185,2010,60,47.664559
FALSE,en,9.649312,113,Animal Kingdom,6.7,240,2010,5,1
FALSE,en,13.00941,97,Centurion,6,394,2010,12,6.814789
FALSE,en,3.311392,97,Life During Wartime,6.3,30,2009,4.5,0.744816
FALSE,en,8.212132,88,Piranha 3D,5.3,599,2010,24,83.188165
FALSE,fr,6.710598,105,The Extraordinary Adventures of Adèle Blanc-Sec,5.9,325,2010,25,34.1
FALSE,en,6.632194,96,The Joneses,6.1,212,2009,10,7.022728
FALSE,en,12.17886,92,TEKKEN,5.2,185,2010,30,0.967
FALSE,en,4.584117,105,Narco,6.1,43,2004,0.823258,0.823258
FALSE,en,6.397109,87,The Last Exorcism,5.6,330,2010,1.8,67.73809
FALSE,en,7.275649,104,The American,5.8,488,2010,20,65.464324
FALSE,en,5.695408,101,The Switch,5.9,599,2010,19,49.830607
FALSE,en,0.075176,106,The End of Poverty?,0,0,2008,1,0.000057
FALSE,en,7.120403,105,Machete,6.3,1171,2010,20,31.327899
FALSE,en,9.111782,107,Step Up 3D,6.6,595,2010,30,159.291809
FALSE,en,6.876053,102,Going the Distance,6,271,2010,32,42.045846
FALSE,en,8.129407,82,Vampires Suck,4.2,326,2010,20,80.547866
FALSE,en,0.452934,97,Resident Evil: Afterlife,5.8,1382,2010,60,300.228084
FALSE,en,16.972995,120,The Social Network,7.1,3492,2010,40,224.920315
FALSE,en,13.081203,125,The Town,7,1516,2010,37,154.026136
FALSE,en,15.138144,92,Easy A,6.7,2282,2010,8,74.952305
FALSE,en,15.904834,133,Eat Pray Love,5.8,655,2010,60,204.594016
FALSE,en,5.416588,84,Howl,6.8,68,2010,0.03,0.617
FALSE,en,10.279685,89,Flipped,7.4,426,2010,14,1.755212
FALSE,en,9.819864,133,Wall Street: Money Never Sleeps,5.8,504,2010,70,134.748021
FALSE,en,17.674048,97,Legend of the Guardians: The Owls of Ga'Hoole,6.5,715,2010,80,140.07339
FALSE,en,7.941637,82,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,122,2010,85,112.483764
FALSE,en,8.172013,101,It's Kind of a Funny Story,6.9,691,2010,8,6.49124
FALSE,en,2.894924,84,Saint John of Las Vegas,5.9,18,2009,3.8,0.111731
FALSE,hi,1.280455,132,Tere Naam,6.4,18,2003,0.000001,0.000002
FALSE,en,11.11946,116,Let Me In,6.7,656,2010,20,24.145613
FALSE,en,7.681383,123,Secretariat,6.8,103,2010,35,60.251371
FALSE,en,7.094276,80,Devil,5.8,836,2010,10,33.583175
FALSE,en,12.820452,105,You Again,6,380,2010,20,32.005248
FALSE,en,7.824962,114,Life As We Know It,6.6,873,2010,38,105.610124
FALSE,en,5.174738,87,Catfish,6.5,201,2010,0.03,3.045943
FALSE,en,11.275132,105,Stone,5.2,195,2010,22,9.479718
FALSE,en,10.30535,109,Inside Job,7.7,287,2010,2,7.871522
FALSE,en,6.154375,94,Monsters,6.2,597,2010,0.5,4.242978
FALSE,en,11.024462,107,Conviction,7,195,2010,12.5,6.73298
FALSE,en,10.964499,90,Dirty Girl,6.4,71,2010,4,0.055125
FALSE,en,0.265854,82,Bran Nue Dae,5.2,6,2009,0.000007,0.000007
FALSE,en,8.278794,104,Never Let Me Go,6.8,755,2010,15,9.455232
FALSE,fr,6.971611,80,The Illusionist,7.2,177,2010,18,5.602431
FALSE,hi,2.927226,104,PEEPLI [Live],7.7,17,2010,2.27,6.9
FALSE,en,5.305905,85,Rubber,5.7,252,2010,0.5,0.098017
FALSE,en,11.634377,112,Shelter,5.7,213,2010,22,0.851517
FALSE,en,10.997518,94,Jackass 3D,6.4,434,2010,20,117.224271
FALSE,en,12.595165,111,RED,6.6,2858,2010,58,71.664962
FALSE,en,5.282976,107,My Soul to Take,5.2,150,2010,25,19.829957
FALSE,en,10.425288,94,Whisper,6.2,62,2007,12,5.285197
FALSE,fr,5.546687,105,Heartbreaker,6.5,388,2010,8.7,47.355187
FALSE,fr,4.476836,120,Of Gods and Men,6.5,93,2010,4,41.424067
FALSE,en,7.388933,91,Paranormal Activity 2,5.7,734,2010,3,177.512032
FALSE,en,7.942766,129,Hereafter,5.8,517,2010,50,105.197635
FALSE,en,16.626655,90,Saw: The Final Chapter,5.8,758,2010,20,136.150434
FALSE,en,11.73956,95,Due Date,6.2,1737,2010,65,211.780824
FALSE,en,11.176797,94,127 Hours,7,2668,2010,18,35.69292
FALSE,en,11.603905,95,Megamind,6.7,1968,2010,130,321.887208
FALSE,en,12.989056,108,Black Swan,7.3,4562,2010,13,327.803731
FALSE,en,6.303785,108,Fair Game,6.5,239,2010,22,24.188922
FALSE,en,12.697059,98,Unstoppable,6.3,1193,2010,100,167.805466
FALSE,en,10.771255,102,Morning Glory,6.1,420,2010,40,58.78518
FALSE,en,9.591425,133,The Next Three Days,6.9,927,2010,30,51.148651
FALSE,en,6.712894,98,Wild Target,6.4,218,2010,8,3.453043
FALSE,en,4.558075,338,Carlos,6.7,50,2010,18,0.871279
FALSE,en,23.300362,146,Harry Potter and the Deathly Hallows: Part 1,7.5,5708,2010,250,954.305868
FALSE,en,11.260387,118,The King's Speech,7.6,2817,2010,15,414.211549
FALSE,en,14.684761,100,Tangled,7.4,3419,2010,260,591.794936
FALSE,en,14.141837,116,The Fighter,7.2,1512,2010,25,93.617009
FALSE,en,8.786269,95,The Romantics,4.8,83,2010,4.5,0.12382
FALSE,en,3.18614,108,The Extra Man,5.9,29,2010,7,0.453079
FALSE,en,8.5508,108,Casino Jack,6,94,2010,12.5,1.083683
FALSE,en,11.421915,103,London Boulevard,5.7,261,2010,25,4.644108
FALSE,en,7.676017,100,Skyline,4.7,516,2010,10,66.821036
FALSE,en,7.364563,86,Beastly,5.9,878,2011,17,43.165571
FALSE,en,7.575696,112,Love & Other Drugs,6.6,1268,2010,30,102.820008
FALSE,en,12.383398,113,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1555,2010,155,415.686217
FALSE,en,2.799356,99,Tiny Furniture,5.6,60,2010,0.065,0.416498
FALSE,en,12.845045,103,The Tourist,6,1744,2010,100,278.731369
FALSE,en,12.525758,89,Hatchet II,5.6,91,2010,2.5,0.052604
FALSE,en,4.983475,103,"Tomorrow, When the War Began",6.2,195,2010,27,16.504936
FALSE,en,10.730765,110,True Grit,7.2,1701,2010,38,252.276927
FALSE,en,21.259,125,TRON: Legacy,6.3,2895,2010,170,400.062763
FALSE,en,5.000657,129,Another Year,7,97,2010,8,18.124262
FALSE,en,5.458387,121,How Do You Know,4.9,229,2010,120,48.668907
FALSE,en,7.524794,134,Barney's Version,7.2,131,2010,30,8.454301
FALSE,en,5.858803,104,The Company Men,6.4,218,2010,15,4.882577
FALSE,en,9.014972,98,Faster,6.1,577,2010,24,23.081726
FALSE,en,7.007993,91,Rabbit Hole,6.8,167,2010,5,5.129058
FALSE,en,9.73941,98,Little Fockers,5.5,1092,2010,100,310.650585
FALSE,en,7.565799,85,Gulliver's Travels,4.9,633,2010,112,237.382724
FALSE,es,4.896196,101,The Last Circus,6.6,95,2010,7,3.218666
FALSE,en,1.862215,117,Mao's Last Dancer,6.8,29,2009,25,20.719451
FALSE,en,9.276539,119,Burlesque,6.9,581,2010,55,89.519773
FALSE,ja,8.636052,94,The Secret World of Arrietty,7.4,701,2010,37,145.570827
FALSE,en,6.771868,89,Tucker and Dale vs Evil,7.3,860,2010,5,5.476793
FALSE,en,6.598296,80,Yogi Bear,5.2,228,2010,80,201.584141
FALSE,en,2.627643,90,Waste Land,7.6,34,2010,1.5,0.187716
FALSE,en,15.280219,90,Last Night,6.1,243,2010,7,7.644937
FALSE,en,7.888013,119,The Green Hornet,5.5,1274,2011,120,227.817248
FALSE,en,9.402082,133,The Way Back,6.8,462,2010,30,20.348249
FALSE,en,5.510805,100,The Warrior's Way,6.3,138,2010,42,11.087569
FALSE,hi,4.23908,183,Ghajini,6.9,84,2008,9.1,76
FALSE,en,13.471159,95,Season of the Witch,5.2,756,2011,40,88.1
FALSE,en,0.868804,80,It's Alive,4,15,2008,11,15.5
FALSE,en,10.958669,119,Cowboys & Aliens,5.4,2054,2011,163,174.822325
FALSE,en,7.513067,111,The Dilemma,5.2,306,2011,70,67.112664
FALSE,en,12.114955,105,Limitless,7.1,3888,2011,27,161.849455
FALSE,en,12.805294,108,I Spit on Your Grave,6.3,537,2010,2,0.572809
FALSE,en,8.88057,107,No Strings Attached,6.1,1367,2011,25,147.78044
FALSE,en,6.807442,119,The Lincoln Lawyer,7,923,2011,40,85.412898
FALSE,en,7.128117,114,The Rite,5.8,577,2011,37,96.047633
FALSE,en,11.096527,107,From Prada to Nada,5,87,2011,0.000093,2.5
FALSE,en,4.582024,117,Country Strong,5.9,80,2010,15,20.529194
FALSE,en,14.443599,113,Unknown,6.5,1288,2011,30,130.786397
FALSE,en,7.000775,108,Sanctum,5.8,347,2011,30,108.60931
FALSE,en,9.244469,84,Gnomeo & Juliet,5.8,547,2011,36,189.712432
FALSE,en,7.787593,91,Burke & Hare,6.1,151,2010,10,4.349187
FALSE,en,8.419427,92,Vanishing on 7th Street,4.8,165,2010,10,1.068682
FALSE,en,10.24382,104,Paul,6.5,1825,2011,40,97.55205
FALSE,en,7.668829,105,Drive Angry,5.3,608,2011,50,28.931401
FALSE,en,10.581925,107,Rango,6.6,2094,2011,135,245.724603
FALSE,en,8.132811,97,Take Me Home Tonight,6.2,215,2011,19,6.928068
FALSE,en,9.420301,106,The Adjustment Bureau,6.5,1677,2011,50.2,127.869379
FALSE,en,9.832342,93,The Mechanic,6.3,1066,2011,40,51.070807
FALSE,en,9.13273,105,Hall Pass,5.4,627,2011,36,83.160734
FALSE,en,6.196929,114,The Eagle,5.9,426,2011,25,27.12204
FALSE,en,9.388376,109,I Am Number Four,5.9,1606,2011,50,144.49283
FALSE,en,3.106814,120,71: Into the Fire,7,38,2010,10.4,20.96766
FALSE,en,6.753746,116,Battle: Los Angeles,5.5,1462,2011,70,202.466756
FALSE,en,1.192891,85,Janky Promoters,7,5,2009,10,0.009069
FALSE,en,7.24717,88,Mars Needs Moms,5.6,202,2011,150,38.992758
FALSE,ru,3.931527,102,Black Lightning,5.3,33,2009,15,21.5
FALSE,en,9.267959,117,Just Go with It,6.3,1588,2011,80,214.918407
FALSE,en,10.174298,100,Red Riding Hood,5.7,958,2011,42,89.162162
FALSE,en,7.564777,107,"Big Mommas: Like Father, Like Son",5.3,322,2011,32,83.615414
FALSE,en,8.309635,96,Super,6.6,446,2010,2.5,0.324138
FALSE,nb,6.097684,103,Troll Hunter,6.7,590,2010,3.5,4.159678
FALSE,en,9.796962,93,Source Code,7.1,2752,2011,32,147.332697
FALSE,en,13.779527,110,Sucker Punch,5.9,1661,2011,82,89.792502
FALSE,en,6.496259,96,Chalet Girl,6.4,209,2011,8,1.749457
FALSE,ca,3.546146,108,Black Bread,6.9,33,2010,6,3.770657
FALSE,en,17.24814,103,Insidious,6.8,1775,2010,1.5,97.00915
FALSE,en,10.926038,86,Hobo with a Shotgun,5.7,213,2011,3,0.748453
FALSE,en,4.480723,106,Win Win,6.7,176,2011,10.831173,10.654385
FALSE,it,0.635053,109,The Time That Remains,6.3,9,2009,6.5,0.753808
FALSE,en,3.308503,87,Boy,7.5,66,2010,0.000003,0.000043
FALSE,en,8.425361,99,Diary of a Wimpy Kid: Rodrick Rules,6.3,250,2011,21,72.417394
FALSE,en,5.145185,108,Henry's Crime,5.8,110,2010,12,0.20494
FALSE,en,8.904488,95,Hop,5.5,338,2011,63,183.953723
FALSE,ja,9.534232,141,13 Assassins,7.1,362,2010,6,17.555141
FALSE,en,8.071196,111,Hanna,6.5,1284,2011,30,63.782078
FALSE,nl,4.330658,84,New Kids Turbo,6.3,73,2010,1.5,8.786756
FALSE,sv,0.702712,99,Beyond,6.2,10,2010,3,4.80008
FALSE,en,9.698075,110,Arthur,5.3,270,2011,40,45.735397
FALSE,en,10.000721,111,Scream 4,6.1,930,2011,40,97.138686
FALSE,en,10.403228,96,Rio,6.5,2213,2011,90,484.63576
FALSE,fr,2.156145,139,The Princess of Montpensier,6.4,42,2010,14.734,6.775121
FALSE,da,8.124767,136,Melancholia,7,915,2011,7.4,21.817298
FALSE,en,29.158489,115,Thor,6.6,6678,2011,150,449.326618
FALSE,en,3.4949,97,Atlas Shrugged Part I,5,61,2011,15,4.627375
FALSE,it,6.700081,102,Welcome to the South,6.6,395,2010,4,65.584679
FALSE,en,7.649466,120,Water for Elephants,6.7,879,2011,38,114.15623
FALSE,en,1.420361,130,Fast Five,7.1,2491,2011,125,626.137675
FALSE,de,1.824255,96,The Robber,6.7,31,2010,3.9,0.208475
FALSE,fr,8.596012,130,Incendies,7.9,496,2010,6.8,7.103838
FALSE,en,11.009053,106,Soul Surfer,6.9,355,2011,18,47.08899
FALSE,en,5.47309,112,Something Borrowed,5.9,304,2011,35,59.901913
FALSE,en,6.810991,125,Bridesmaids,6.5,1697,2011,32.5,288.383523
FALSE,en,8.259952,87,Priest,5.4,710,2011,60,78.309131
FALSE,en,0.46335,100,Eye of the Dolphin,7.1,7,2007,2.5,0.071904
FALSE,en,5.484379,91,The Beaver,6.2,281,2011,21,0.970816
FALSE,en,27.88772,136,Pirates of the Caribbean: On Stranger Tides,6.4,5068,2011,380,1045.713802
FALSE,en,11.43256,94,Midnight in Paris,7.4,2049,2011,30,151.119219
FALSE,en,11.204539,139,The Tree of Life,6.5,1009,2011,32,54.674226
FALSE,en,21.893532,102,The Hangover Part II,6.2,3836,2011,80,254.455986
FALSE,en,2.235068,120,The Virginity Hit,4.6,19,2010,2,0.563706
FALSE,de,12.452985,106,Pina,7.3,76,2011,4.317946,14.624826
FALSE,en,8.453293,91,The Roommate,5.3,230,2011,16,40.492759
FALSE,en,7.778097,104,Trust,6.6,314,2010,9.5,0.12
FALSE,en,2.300459,97,Stolen,6.5,28,2009,2,0.007306
FALSE,it,2.382068,95,The Double Hour,6.3,26,2009,3.90684,4.3
FALSE,en,9.93263,88,Attack the Block,6.3,748,2011,14.350531,3.964682
FALSE,en,11.481921,91,Kung Fu Panda 2,6.7,1925,2011,150,665.692281
FALSE,en,0.738633,132,X-Men: First Class,7.1,5252,2011,160,353.624124
FALSE,en,6.212898,98,The Other Woman,6,131,2010,30,102
FALSE,en,4.779994,97,Everything Must Go,6,210,2010,5,2.614773
FALSE,en,6.72639,105,Beginners,6.8,353,2010,3.2,5.332926
FALSE,en,19.529911,112,Super 8,6.6,2496,2011,50,260.095987
FALSE,en,13.985631,114,Green Lantern,5.1,2551,2011,200,219.851172
FALSE,en,15.214342,94,Mr. Popper's Penguins,5.7,775,2011,55,187.361754
FALSE,en,7.310686,92,Bad Teacher,5.4,1634,2011,20,216.197492
FALSE,en,2.576815,121,Why Did I Get Married Too?,6.1,29,2010,20,60.072596
FALSE,en,4.503505,154,Transformers: Dark of the Moon,6.1,3351,2011,195,1123.746996
FALSE,en,10.778028,98,Larry Crowne,5.7,369,2011,30,36.160375
FALSE,en,5.67375,102,Your Highness,5.2,511,2011,49.9,26.121638
FALSE,en,2.321394,91,Judy Moody and the Not Bummer Summer,5.1,14,2011,20,14.166853
FALSE,en,7.000421,107,Takers,6.1,399,2010,32,69.055695
FALSE,en,11.341084,102,Zookeeper,5.3,509,2011,80,169.852759
FALSE,en,9.856955,98,Horrible Bosses,6.4,2341,2011,35,117
FALSE,en,13.693002,106,Cars 2,5.8,2088,2011,200,559.852396
FALSE,en,5.727987,88,The Ward,5.8,334,2010,10,0.498974
FALSE,hi,1.932489,102,Delhi Belly,7,39,2011,4.09,18.035
FALSE,en,8.34835,109,Monte Carlo,6,611,2011,20,17.425
FALSE,en,24.990737,130,Harry Potter and the Deathly Hallows: Part 2,7.9,6141,2011,125,1342
FALSE,en,15.388875,100,Drive,7.4,3832,2011,15,78.054825
FALSE,en,2.003832,104,Snow Flower and the Secret Fan,5.3,22,2011,0.134005,1.332231
FALSE,en,19.323582,124,Captain America: The First Avenger,6.6,7174,2011,140,370.569774
FALSE,en,10.246173,118,"Crazy, Stupid, Love.",7,2522,2011,50,142.851197
FALSE,en,11.239012,107,One Day,7,1006,2011,15,59.389433
FALSE,en,11.256636,96,The Guard,6.8,378,2011,6,19.560274
FALSE,en,7.357682,63,Winnie the Pooh,6.8,263,2011,30,14.46
FALSE,en,10.219758,103,The Smurfs,5.5,1201,2011,110,563.749323
FALSE,en,12.763976,107,Dylan Dog: Dead of Night,4.5,142,2011,20,4.634062
FALSE,en,10.009007,109,Friends with Benefits,6.5,2306,2011,35,150.483765
FALSE,en,8.16645,88,Alpha and Omega,5.3,125,2010,20,39.3
FALSE,en,9.491865,97,Blitz,6,496,2011,15.774948,0.741875
FALSE,en,5.918193,90,Our Idiot Brother,5.9,369,2011,10,17.273593
FALSE,en,1.818296,130,Princess Kaiulani,4.8,14,2010,9,0.771499
FALSE,en,0.749665,103,West Is West,6.3,15,2010,3.837625,3.867
FALSE,en,41.613762,105,Rise of the Planet of the Apes,7,4452,2011,93,482.860185
FALSE,en,6.906145,112,The Change-Up,5.9,753,2011,52,75.450437
FALSE,en,7.486118,146,The Help,7.9,1966,2011,25,124.272124
FALSE,en,9.763493,83,30 Minutes or Less,5.6,537,2011,28,40.54744
FALSE,en,9.202416,84,Glee: The Concert Movie,6.9,81,2011,9,18.663238
FALSE,en,12.912491,92,Final Destination 5,5.9,892,2011,47,157.887643
FALSE,en,5.481452,122,The Conspirator,6.2,138,2010,25,15.4788
FALSE,en,10.724679,108,A Very Harold & Kumar Christmas,6,335,2011,19,35.387212
FALSE,it,5.633243,110,Loose Cannons,7.1,122,2010,7,8.220215
FALSE,en,9.580214,89,Spy Kids: All the Time in the World,4.4,228,2011,27,85.56431
FALSE,en,8.67817,99,Don't Be Afraid of the Dark,5.4,347,2010,25,36.993168
FALSE,en,9.665251,106,Fright Night,6,617,2011,17,24.922237
FALSE,en,8.957372,92,Another Earth,6.8,535,2011,0.1,1.776935
FALSE,en,5.886972,106,Hesher,6.7,218,2010,7,0.382946
FALSE,en,7.814255,98,Stake Land,6.2,290,2010,0.65,0.033245
FALSE,en,8.426611,113,The Debt,6.2,261,2010,20,45.636368
FALSE,en,8.062578,108,Colombiana,6.5,848,2011,40,60.965854
FALSE,en,2.444847,93,Freakonomics,6.7,36,2010,3,0.103735
FALSE,es,9.782542,117,The Skin I Live In,7.4,797,2011,13,5.774854
FALSE,en,10.949076,113,Conan the Barbarian,5.2,612,2011,90,48.795021
FALSE,en,6.167646,104,Prom,5.7,139,2011,8,10.13
FALSE,en,6.340655,88,Red State,5.9,321,2011,4,1.104682
FALSE,en,3.033797,98,A Better Life,7,54,2011,10,1.759252
FALSE,en,6.562982,89,I Don't Know How She Does It,5,142,2011,24,30.551495
FALSE,en,6.062425,91,Shark Night,4.9,134,2011,28,10.126458
FALSE,en,8.244359,106,Contagion,6.2,1351,2011,60,137.551594
FALSE,en,8.048422,110,Straw Dogs,5.5,147,2011,25,10.324441
FALSE,en,15.785663,133,Moneyball,7,1409,2011,50,110.206216
FALSE,en,6.140556,91,Restless,6.3,156,2011,8,0.163265
FALSE,en,89.887648,143,The Avengers,7.4,12000,2012,220,1519.55791
FALSE,en,9.865944,99,A Dangerous Method,6.2,589,2011,15,27.462041
FALSE,en,13.121626,140,Warrior,7.7,1297,2011,25,23.057115
FALSE,en,6.82647,101,The Ides of March,6.5,924,2011,12.5,75.993061
FALSE,en,15.014569,95,Kill List,6,214,2011,0.5,0.17176
FALSE,en,8.046632,116,Killer Elite,6.1,703,2011,66,57.777106
FALSE,hi,1.490661,144,Badmaash Company,5.6,17,2010,6.25,8.5
FALSE,en,7.759376,106,Bellflower,6.4,54,2011,0.017,0.101236
FALSE,en,11.869481,100,50/50,7,1287,2011,8,39.187783
FALSE,en,11.440948,100,The Artist,7.3,1075,2011,15,133.432856
FALSE,ta,4.330396,155,Enthiran,6.5,46,2010,26.4,62
FALSE,en,5.59686,120,Take Shelter,7.1,479,2011,5,3.099314
FALSE,en,1.744659,121,Road to Nowhere,5,18,2011,5,0.027046
FALSE,en,13.504065,105,The Music Never Stopped,7.3,42,2011,4,0.253899
FALSE,en,19.265552,127,Real Steel,6.6,2749,2011,110,299.268508
FALSE,en,6.162257,113,Footloose,6.4,438,2011,24,63.543328
FALSE,en,10.169411,103,The Thing,6,876,2011,35,28.12867
FALSE,en,5.325574,112,We Need to Talk About Kevin,7.4,687,2011,7,6.038942
FALSE,en,6.303466,110,The Three Musketeers,5.6,945,2011,75,132.274484
FALSE,en,10.324613,109,In Time,6.7,3512,2011,40,173.930596
FALSE,en,5.113573,149,Margaret,6.1,86,2011,14,0.046495
FALSE,en,8.844835,80,Carnage,7,760,2011,25,27.603069
FALSE,en,8.340757,107,Margin Call,6.7,531,2011,3.5,19.504039
FALSE,en,10.996308,83,Paranormal Activity 3,5.9,685,2011,5,205.703818
FALSE,en,10.668658,101,Johnny English Reborn,6,1026,2011,45,160.078586
FALSE,en,10.512109,106,Abduction,5.6,987,2011,35,82.087155
FALSE,en,10.710831,118,This Must Be the Place,6.7,275,2011,25,11.790979
FALSE,en,11.72049,100,Shame,7,897,2011,6.5,17.693675
FALSE,en,6.958086,106,What's Your Number?,6.2,689,2011,20,30.426096
FALSE,en,9.995617,84,Dream House,5.8,401,2011,50,38.50234
FALSE,zh,2.977779,115,Mulan: Rise of a Warrior,6.9,43,2009,12,13.380561
FALSE,en,5.87767,129,Machine Gun Preacher,6.4,292,2011,30,2.527904
FALSE,en,13.413895,130,Anonymous,6.3,291,2011,30,15.395087
FALSE,en,7.762917,104,Tower Heist,5.8,945,2011,75,152.930623
FALSE,en,9.529382,137,J. Edgar,6,766,2011,35,84.60603
FALSE,en,5.498819,98,The Double,5.8,226,2011,17,3.696232
FALSE,en,19.201504,107,The Adventures of Tintin,6.7,2095,2011,130,371.940071
FALSE,en,14.046164,126,Hugo,7,2197,2011,170,185.77016
FALSE,en,9.540381,91,Trespass,5.4,333,2011,36,9.612469
FALSE,en,10.363671,110,Immortals,5.7,898,2011,75,226.904017
FALSE,en,6.620033,91,Jack and Jill,4,619,2011,79,149.673788
FALSE,en,6.681211,109,The Devil's Double,6.5,208,2011,19.1,5.728213
FALSE,en,4.850968,85,Setup,4.7,150,2011,20,2.128186
FALSE,en,3.496577,119,Another Happy Day,6.2,37,2011,4,0.355688
FALSE,cn,5.311245,131,Shaolin,6.5,102,2011,29,33.662874
FALSE,en,5.276685,129,Wuthering Heights,6,75,2011,8,0.100915
FALSE,en,11.794753,115,The Descendants,6.7,956,2011,20,177.243185
FALSE,en,8.002786,90,Like Crazy,6.5,386,2011,0.25,3.542353
FALSE,en,10.214369,103,The Muppets,6.5,509,2011,45,165.184237
FALSE,en,25.9725,117,The Twilight Saga: Breaking Dawn - Part 1,5.8,2622,2011,110,712.171856
FALSE,en,8.166363,146,War Horse,7,1016,2011,66,177.584879
